Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
80251;000003475;fechada;processada;25250702155469000982550010000802511903271037
256818;000227668;não encontrada;pendente;26250713596165000110550010002568181110008547
2386;000003403;fechada;processada;41250772409576000118550000000023861323925036
351441;—;sem OC;pendente;26250605266210000573550010003514411631523670
847617;000002874;fechada;processada;35250661854147000133550040008476171774253627
1006;000003397;fechada;processada;32250635553201000443550010000010061524143963
46031;000003313;fechada;processada;26250661479002001503550010000460311370386627
45982;000003401;fechada;processada;26250661479002001503550010000459821383918413
3364;000001370;fechada;processada;26250631562305000110550010000033641740048950
256562;000227434;não encontrada;pendente;26250613596165000110550010002565621321990749
222376;000003390;fechada;processada;26250607358761026710550010002223761504897752
5073;000003414;fechada;processada;35250641176524000115550010000050731705525360
6230;000251310;não encontrada;pendente;26250613596165000110550020000062301572187966
6457;120593691;não encontrada;pendente;26250642041241000129550010000064571000127546
48925;000003069;fechada;processada;35250601159496000103550010000489251000239336
256194;000227182;não encontrada;pendente;26250613596165000110550010002561941056345218
108106;004197393;não encontrada;pendente;26250606913480000834550020001081061223361327
3362;000001366;fechada;processada;26250631562305000110550010000033621870825600
2785;000003312;fechada;processada;26250646044053002582550020000027851500509553
84155;000003320;fechada;processada;26250633081704002139550140000841551957931123
2786;000003141;fechada;processada;26250646044053002582550020000027861274212874
5300;009001348;não encontrada;pendente;26250612007481000227550010000053001741185111
3359;000001362;cancelada;pendente;26250631562305000110550010000033591557209150
79976;000002055;cancelada;pendente;25250602155469000982550010000799761309036633
41065;000003424;fechada;processada;26250660621141000587550010000410651994229928
84129;000003320;fechada;processada;26250633081704002139550140000841291989683168
63489;000003381;fechada;processada;26250625464260000653550010000634891170634894
255594;000226732;não encontrada;pendente;26250613596165000110550010002555941054781646
255837;000226887;não encontrada;pendente;26250613596165000110550010002558371104608829
28035;000003281;fechada;processada;31250619236462000130550010000280351028035436
65610;000002907;fechada;processada;35250607857433000107550050000656101000665905
11297;000003398;aberta;pendente;26250606141500000120550050000112971120519838
79793;000003228;fechada;processada;25250602155469000982550010000797931319305173
3358;000001361;fechada;processada;26250631562305000110550010000033581505263653
3357;000001360;fechada;processada;26250631562305000110550010000033571264541424
2551;000003290;fechada;processada;26250646044053002582550020000025511734704442
78089;000003425;fechada;processada;35250662821723000109550010000780891525583957
79792;000003384;fechada;processada;25250602155469000982550010000797921556397139
186753;000003293;fechada;processada;42250602263430000393550020001867531243346351
186721;000003308;fechada;processada;42250602263430000393550020001867211574432219
28030;000003052;fechada;processada;31250619236462000130550010000280301028030438
573344;000003130;fechada;processada;35250674671991000170550030005733441010853397
11154;000003349;fechada;processada;26250606141500000120550050000111541120519835
48812;000013666;não encontrada;pendente;26250627058274000198550010000488121935859974
48813;000013667;não encontrada;pendente;26250627058274000198550010000488131529602738
3326;000001306;fechada;processada;26250631562305000110550010000033261372556023
107561;004197393;não encontrada;pendente;26250606913480000834550020001075611117120370
3325;000001305;fechada;processada;26250631562305000110550010000033251820535884
1098;000003141;fechada;processada;26250646044053002582550020000010981026835608
1064;000003323;fechada;processada;26250646044053002582550020000010641802358784
70;000000211;fechada;processada;26250658132488000190550010000000701083677920
5245;009001340;não encontrada;pendente;26250612007481000227550010000052451243164682
45858;000003313;fechada;processada;26250661479002001503550010000458581095149570
78790;000003339;fechada;processada;25250602155469000982550010000787901682112823
252987;000224722;não encontrada;pendente;26250613596165000110550010002529871093143462
348340;000003342;fechada;processada;35250630691476000187550010003483401751122555
5239;009001331;não encontrada;pendente;26250612007481000227550010000052391752419827
40635;000001560;aberta;pendente;26250660621141000587550010000406351695173792
3319;000001295;fechada;processada;26250631562305000110550010000033191179916973
5235;009001297;não encontrada;pendente;26250612007481000227550010000052351255145460
212146;—;sem OC;pendente;26250624073694000155550020002121461000535462
11109;000003326;fechada;processada;26250606141500000120550050000111091120519830
544091;000003245;fechada;processada;35250662895792000167550000005440911005466280
5006;000002980;fechada;processada;35250641176524000115550010000050061705525030
252216;000224131;não encontrada;pendente;26250613596165000110550010002522161241727998
211663;000003318;fechada;processada;26250624073694000155550020002116631000534257
11107;000003321;fechada;processada;26250606141500000120550050000111071120519835
11108;000003277;fechada;processada;26250606141500000120550050000111081120519832
1539;—;sem OC;pendente;26250649708429000127550000000015391113867912
4997;000002916;fechada;processada;35250641176524000115550010000049971705524980
1538;—;sem OC;pendente;26250649708429000127550000000015381635209324
880;000000877;fechada;processada;26250652585854000180550010000008801727001943
188808;000003273;fechada;processada;35250609337774000187550010001888081067686565
543956;000003247;fechada;processada;35250662895792000167550000005439561005464933
48707;000002748;fechada;processada;35250601159496000103550010000487071000237156
2757;000000407;fechada;processada;26250625375820000199550010000027571819632060
3312;000001286;fechada;processada;26250631562305000110550010000033121909528358
36067;000072884;não encontrada;pendente;26250644471407000253550010000360671019064409
2756;000000407;fechada;processada;26250625375820000199550010000027561181997930
252003;000223923;não encontrada;pendente;26250613596165000110550010002520031391907992
3311;000001285;fechada;processada;26250631562305000110550010000033111749965138
5223;009001301;não encontrada;pendente;26250612007481000227550010000052231017913010
3309;000001279;fechada;processada;26250631562305000110550010000033091877372964
500202;005275078;não encontrada;pendente;26250670224936000181550010005002021005002038
611;000003190;fechada;processada;26250630090259000131550010000006111886526220
25392;000003100;fechada;processada;31250602572696000156550010000253921542536182
843849;000002807;fechada;processada;35250661854147000133550040008438491716924545
37308;000003223;fechada;processada;33250635765734000146550010000373081536110229
3308;000001278;fechada;processada;26250631562305000110550010000033081407593630
313599;000002945;fechada;processada;31250547922042000143550110003135991443152875
69332;000001928;parcial;pendente;35250507465022000176550010000693321001117496
251313;000223406;não encontrada;pendente;26250513596165000110550010002513131562419649
32164;000003214;fechada;processada;26250504307025000193550010000321641038280652
251300;000223395;não encontrada;pendente;26250513596165000110550010002513001334934745
210149;—;sem OC;pendente;26250524073694000155550020002101491000530524
3304;000001266;parcial;pendente;26250531562305000110550010000033041250622926
251310;000223413;não encontrada;pendente;26250513596165000110550010002513101060035907
65349;000002907;fechada;processada;35250507857433000107550050000653491000660754
3306;000001270;fechada;processada;26250531562305000110550010000033061074160850
58830;000003123;fechada;processada;35250547876552000121550010000588301000592337
1698;000013147;não encontrada;pendente;33250507238098000169550010000016981356651051
251304;000223394;não encontrada;pendente;26250513596165000110550010002513041462352179
187263;000003259;fechada;processada;35250509337774000187550010001872631781421658
251005;000223139;não encontrada;pendente;26250513596165000110550010002510051943487943
250986;000223140;não encontrada;pendente;26250513596165000110550010002509861585205518
2739;000000360;fechada;processada;26250525375820000199550010000027391344764799
5199;009001307;não encontrada;pendente;26250512007481000227550010000051991153112120
3299;000001258;fechada;processada;26250531562305000110550010000032991256381732
5203;009001323;não encontrada;pendente;26250512007481000227550010000052031152148877
250514;000222707;não encontrada;pendente;26250513596165000110550010002505141387535995
878;000002803;fechada;processada;32250535553201000443550010000008781621117860
6389;117877132;não encontrada;pendente;26250542041241000129550010000063891000124010
876;000002978;fechada;processada;32250535553201000443550010000008761611993647
875;000002734;fechada;processada;32250535553201000443550010000008751607672230
250516;000222697;não encontrada;pendente;26250513596165000110550010002505161958891717
5204;009001321;não encontrada;pendente;26250512007481000227550010000052041154225116
5200;009001320;não encontrada;pendente;26250512007481000227550010000052001155554513
877;000002918;fechada;processada;32250535553201000443550010000008771614228647
250547;000222732;não encontrada;pendente;26250513596165000110550010002505471674587696
3296;000001253;cancelada;pendente;26250531562305000110550010000032961994828464
250310;000222514;não encontrada;pendente;26250513596165000110550010002503101096300240
3293;000001249;fechada;processada;26250531562305000110550010000032931521403316
9457;000002396;fechada;processada;26250510724474000644550010000094571518005120
9447;000002396;fechada;processada;26250510724474000644550010000094471518005123
9454;000002396;fechada;processada;26250510724474000644550010000094541518005128
250211;000222416;não encontrada;pendente;26250513596165000110550010002502111659041913
36942;000001108;fechada;processada;33250504316457000160550010000369421781523301
209084;—;sem OC;pendente;26250524073694000155550020002090841000527850
250221;000222477;não encontrada;pendente;26250513596165000110550010002502211633970964
250173;000222418;não encontrada;pendente;26250513596165000110550010002501731991078978
36944;000001384;fechada;processada;33250504316457000160550010000369441680475500
107069;000003203;fechada;processada;26250506913480000834550020001070691484613636
132591;000003090;fechada;processada;35250501477885000187550010001325911014532637
503397;000003000;fechada;processada;26250546044053002582550010005033971832887130
250006;000222310;não encontrada;pendente;26250513596165000110550010002500061550338260
249998;000222336;não encontrada;pendente;26250513596165000110550010002499981377509605
3292;000001246;fechada;processada;26250531562305000110550010000032921851341082
129844;—;sem OC;pendente;26250524380578002041554000001298441192014722
115795;000002519;fechada;processada;35250510967516000163550010001157951263594399
129846;—;sem OC;pendente;26250524380578002041554000001298461707896376
250032;000222364;não encontrada;pendente;26250513596165000110550010002500321962840761
9436;000002396;fechada;processada;26250510724474000644550010000094361518005120
26496;000003109;fechada;processada;35250502942184000134550010000264961375805072
249493;000221972;não encontrada;pendente;26250513596165000110550010002494931042049846
57582;000003181;fechada;processada;26250560872306005714550010000575821100620434
47868;000011770;não encontrada;pendente;26250527058274000198550010000478681101406724
47867;000011979;não encontrada;pendente;26250527058274000198550010000478671687625480
74998;000002942;fechada;processada;35250562821723000109550010000749981448947143
58797;000002876;fechada;processada;35250547876552000121550010000587971000591938
5179;009001309;não encontrada;pendente;26250512007481000227550010000051791246167118
128141;000003128;fechada;processada;26250505092927000112550010001281411624527340
4958;000002654;fechada;processada;35250541176524000115550010000049581705524791
45726;000003050;fechada;processada;26250561479002001503550010000457261580097206
62223;000003034;fechada;processada;26250525464260000653550010000622231170622232
3287;000001237;cancelada;pendente;26250531562305000110550010000032871210062501
258738;000003038;fechada;processada;26250502683153000378550010002587381810210260
77522;000003152;fechada;processada;25250502155469000982550010000775221707471776
258735;000003038;fechada;processada;26250502683153000378550010002587351954594721
185221;000003085;fechada;processada;35250509337774000187550010001852211860093050
248845;000221466;não encontrada;pendente;26250513596165000110550010002488451623593383
47715;000011631;não encontrada;pendente;26250527058274000198550010000477151830056225
9422;000002396;fechada;processada;26250510724474000644550010000094221518005124
35922;000071360;não encontrada;pendente;26250544471407000253550010000359221702611098
248977;000221601;não encontrada;pendente;26250513596165000110550010002489771534670136
248910;000221475;não encontrada;pendente;26250513596165000110550010002489101513413780
248818;000221451;não encontrada;pendente;26250513596165000110550010002488181145279359
502815;000003141;fechada;processada;26250546044053002582550010005028151350993891
175493;—;sem OC;pendente;35250503358329000460550010001754931706869075
248937;000221539;não encontrada;pendente;26250513596165000110550010002489371808823540
207677;—;sem OC;pendente;26250524073694000155550020002076771006291874
185212;000003049;parcial;pendente;35250509337774000187550010001852121855742837
5173;009001270;não encontrada;pendente;26250512007481000227550010000051731252230191
62116;000003124;fechada;processada;26250525464260000653550010000621161170621163
5172;009001304;não encontrada;pendente;26250512007481000227550010000051721171128241
5174;009001298;não encontrada;pendente;26250512007481000227550010000051741717158745
248710;000221355;não encontrada;pendente;26250513596165000110550010002487101636788659
6378;117188793;não encontrada;pendente;26250542041241000129550010000063781000123185
23023;000001226;cancelada;pendente;35250507798992000193550000000230231073131523
499612;005271609;não encontrada;pendente;26250570224936000181550010004996121004996132
248490;000221190;não encontrada;pendente;26250513596165000110550010002484901364098610
499613;005271611;não encontrada;pendente;26250570224936000181550010004996131004996148
3277;000001226;cancelada;pendente;26250531562305000110550010000032771426830543
77323;000003125;fechada;processada;25250502155469000982550010000773231947584083
5167;009001306;não encontrada;pendente;26250512007481000227550010000051671421273588
6373;117071499;não encontrada;pendente;26250542041241000129550010000063731000123014
248304;000221025;não encontrada;pendente;26250513596165000110550010002483041666046597
248172;000220923;não encontrada;pendente;26250513596165000110550010002481721712817715
248303;000221024;não encontrada;pendente;26250513596165000110550010002483031446545813
5158;009001310;não encontrada;pendente;26250512007481000227550010000051581195701791
153;009001264;não encontrada;pendente;26250512007481000227550020000001531107174180
6339;000003097;fechada;processada;26250503320489000258550010000063391900073965
247789;000220733;não encontrada;pendente;26250513596165000110550010002477891105675778
5156;009001290;não encontrada;pendente;26250512007481000227550010000051561135244217
77102;000003074;fechada;processada;25250502155469000982550010000771021123202371
3275;000001223;fechada;processada;26250531562305000110550010000032751179023812
258593;000003038;fechada;processada;26250502683153000378550010002585931650004196
5153;009001294;não encontrada;pendente;26250512007481000227550010000051531250771591
247634;000220575;não encontrada;pendente;26250513596165000110550010002476341831456343
10886;000003099;fechada;processada;26250506141500000120550050000108861120519839
247713;000220687;não encontrada;pendente;26250513596165000110550010002477131064784030
5148;009001300;não encontrada;pendente;26250512007481000227550010000051481102213230
247700;000220682;não encontrada;pendente;26250513596165000110550010002477001910834828
5154;009001257;não encontrada;pendente;26250512007481000227550010000051541832162234
5152;009001302;não encontrada;pendente;26250512007481000227550010000051521231602103
61971;000003046;fechada;processada;26250525464260000653550010000619711170619712
5155;009001305;não encontrada;pendente;26250512007481000227550010000051551582246913
1303142;000002066;fechada;processada;42250592664028002519550010013031421014745643
61970;000003073;fechada;processada;26250525464260000653550010000619701170619707
502062;000003077;fechada;processada;26250546044053002582550010005020621979535414
206225;—;sem OC;pendente;26250524073694000155550020002062251000520674
3273;000001220;aberta;pendente;26250531562305000110550010000032731454487654
502068;000003067;parcial;pendente;26250546044053002582550010005020681134701241
247347;000220400;não encontrada;pendente;26250513596165000110550010002473471901597740
343705;000003078;fechada;processada;35250530691476000187550010003437051150200248
312567;000002948;fechada;processada;31250547922042000143550110003125671575109162
3026;014052025;não encontrada;pendente;26250500254343000182550010000030261742722262
23884;—;sem OC;pendente;26250542924799000152550010000238841102332521
247258;000220236;não encontrada;pendente;26250513596165000110550010002472581891770885
73899;000002942;fechada;processada;35250562821723000109550010000738991110587273
9391;000002396;fechada;processada;26250510724474000644550010000093911518005126
9392;000002396;fechada;processada;26250510724474000644550010000093921518005123
5128;009001287;não encontrada;pendente;26250512007481000227550010000051281175179900
3271;000001215;fechada;processada;26250531562305000110550010000032711528369280
246975;000220113;não encontrada;pendente;26250513596165000110550010002469751951670037
5130;009001243;não encontrada;pendente;26250512007481000227550010000051301284824189
3956752;—;sem OC;pendente;42250514309992000148550010039567521071680685
200235;000389574;não encontrada;pendente;42250583675413000101550550002002351321707734
246955;000220108;não encontrada;pendente;26250513596165000110550010002469551404306322
3269;000001212;fechada;processada;26250531562305000110550010000032691390514246
59774;000002756;fechada;processada;35250504379851000148550010000597741299745919
3268;000001211;aberta;pendente;26250531562305000110550010000032681448719310
246873;000220008;não encontrada;pendente;26250513596165000110550010002468731769144546
205365;—;sem OC;pendente;26250524073694000155550020002053651000518528
246732;000219906;não encontrada;pendente;26250513596165000110550010002467321767644136
82962;000002982;fechada;processada;26250533081704002139550140000829621760422333
6352;116425147;não encontrada;pendente;26250542041241000129550010000063521000122018
343137;000001654;fechada;processada;35250530691476000187550010003431371248244287
45645;000003050;fechada;processada;26250561479002001503550010000456451732438850
132396;000002900;fechada;processada;35250501477885000187550010001323961374233157
219351;—;sem OC;pendente;26250507358761026710550010002193511753035628
501515;000003030;fechada;processada;26250546044053002582550010005015151549963367
246370;000219696;não encontrada;pendente;26250513596165000110550010002463701706616336
4897;000002855;fechada;processada;35250541176524000115550010000048971705524484
246425;000219731;não encontrada;pendente;26250513596165000110550010002464251437936698
5124;009001284;não encontrada;pendente;26250512007481000227550010000051241200130124
24932;000001558;fechada;processada;31250502572696000156550010000249321110441061
2223;000000249;fechada;processada;33250536380430000123550010000022231000257609
2224;000000214;fechada;processada;33250536380430000123550010000022241000257614
2222;000000212;fechada;processada;33250536380430000123550010000022221000257598
2225;000000162;fechada;processada;33250536380430000123550010000022251000257620
158759;000001588;fechada;processada;35250501606452000184550010001587591185583023
5115;009001264;não encontrada;pendente;26250512007481000227550010000051151189112219
181503;000002886;fechada;processada;35250509337774000187550010001815031052308065
5121;009001279;não encontrada;pendente;26250512007481000227550010000051211241081754
5118;009001277;não encontrada;pendente;26250512007481000227550010000051181251113190
124793;1065017632;não encontrada;pendente;26250518217682000154550010001247931246766410
152;009001273;não encontrada;pendente;26250512007481000227550020000001521155231220
5120;009001278;não encontrada;pendente;26250512007481000227550010000051201205139147
5119;009001274;não encontrada;pendente;26250512007481000227550010000051191193881670
501236;000003000;fechada;processada;26250546044053002582550010005012361415815235
229056;005134595;não encontrada;pendente;26250512806642000161550010002290561831342038
245769;000219234;não encontrada;pendente;26250513596165000110550010002457691082401756
23775;—;sem OC;pendente;26250542924799000152550010000237751488690864
23776;—;sem OC;pendente;26250542924799000152550010000237761261312927
229057;005134502;não encontrada;pendente;26250512806642000161550010002290571531181893
2219;000000162;fechada;processada;33250536380430000123550010000022191000257428
39859;000002988;fechada;processada;26250560621141000587550010000398591120543492
90;000002952;fechada;processada;26250546479950000141550010000000901357916243
5093;009001273;não encontrada;pendente;26250512007481000227550010000050931101501320
51161;000002840;fechada;processada;35250571677629000119550000000511611000061490
3260;000001192;fechada;processada;26250531562305000110550010000032601350096693
51152;—;sem OC;pendente;35250571677629000119550000000511521660905513
245200;000218807;não encontrada;pendente;26250513596165000110550010002452001089928767
245107;000218727;não encontrada;pendente;26250513596165000110550010002451071776965330
6337;115792607;não encontrada;pendente;26250542041241000129550010000063371000120620
245151;000218756;não encontrada;pendente;26250513596165000110550010002451511143962739
245194;000218804;não encontrada;pendente;26250513596165000110550010002451941716005549
498985;005267922;não encontrada;pendente;26250570224936000181550010004989851004989860
3257;000001187;fechada;processada;26250531562305000110550010000032571551295655
106441;004080444;não encontrada;pendente;26250506913480000834550020001064411082147726
245042;000218760;não encontrada;pendente;26250513596165000110550010002450421360703125
9365;—;sem OC;pendente;26250510724474000644550010000093651518005126
3436;000000839;fechada;processada;32250503182704000463550010000034361815048416
23711;—;sem OC;pendente;26250542924799000152550010000237111656804682
228810;005134476;não encontrada;pendente;26250512806642000161550010002288101108161224
23710;—;sem OC;pendente;26250542924799000152550010000237101571128162
2190;000000212;fechada;processada;33250436380430000123550010000021901000256576
2191;000000249;fechada;processada;33250436380430000123550010000021911000256581
2195;000000214;fechada;processada;33250436380430000123550010000021951000256629
5082;009001265;não encontrada;pendente;26250412007481000227550010000050821611374366
6327;115358895;não encontrada;pendente;26250442041241000129550010000063271000120043
48341;000002755;fechada;processada;35250401159496000103550010000483411000233498
5081;009001244;não encontrada;pendente;26250412007481000227550010000050811881821120
500464;000002915;fechada;processada;26250446044053002582550010005004641224148460
3256;000001185;fechada;processada;26250431562305000110550010000032561355662488
124408;1065017988;não encontrada;pendente;26250418217682000154550010001244081421791170
9175;000002931;fechada;processada;35250415822337000151550010000091751803357283
244245;000218149;não encontrada;pendente;26250413596165000110550010002442451495177795
3254;000001183;fechada;processada;26250431562305000110550010000032541768575891
500336;000002943;fechada;processada;26250446044053002582550010005003361505984114
39672;000002653;fechada;processada;26250460621141000587550010000396721312098230
701;000000702;fechada;processada;26250452585854000180550010000007011874888725
64787;000002573;fechada;processada;35250408726888000156550010000647871791627649
43471;000001925;fechada;processada;35250473012411000170550010000434711441247826
3253;000001181;fechada;processada;26250431562305000110550010000032531000199096
3252;000001180;fechada;processada;26250431562305000110550010000032521862576621
75520;000002925;fechada;processada;25250402155469000982550010000755201413995088
5355;000004078;fechada;processada;26250418323709001246550010000053551458677511
5067;009001262;não encontrada;pendente;26250412007481000227550010000050671223159240
340728;000002798;parcial;pendente;35250430691476000187550010003407281169104152
5065;009001258;não encontrada;pendente;26250412007481000227550010000050651171511122
5066;009001261;não encontrada;pendente;26250412007481000227550010000050661289849221
5925;000243335;não encontrada;pendente;26250413596165000110550020000059251402685376
5061;009001256;não encontrada;pendente;26250412007481000227550010000050611237695855
3248;000001173;fechada;processada;26250431562305000110550010000032481360839453
5056;009001228;não encontrada;pendente;26250412007481000227550010000050561075195224
243335;000217413;não encontrada;pendente;26250413596165000110550010002433351928925720
61163;000002929;fechada;processada;26250425464260000653550010000611631170611631
5051;009001229;não encontrada;pendente;26250412007481000227550010000050511245160187
203493;000002898;fechada;processada;35250455474522000117550010002034931321768940
132109;000002900;fechada;processada;35250401477885000187550010001321091887341718
3245;000001169;fechada;processada;26250431562305000110550010000032451347436624
29497;—;sem OC;pendente;26250424380578002041555000000294971170326640
2166;000000162;fechada;processada;33250436380430000123550010000021661000254446
45497;000002487;fechada;processada;26250461479002001503550010000454971596819720
9338;—;sem OC;pendente;26250410724474000644550010000093381518005125
837401;000001579;fechada;processada;35250461854147000133550040008374011553595450
75223;000002406;fechada;processada;25250402155469000982550010000752231022853450
3242;000001166;fechada;processada;26250431562305000110550010000032421716319206
3244;000001168;fechada;processada;26250431562305000110550010000032441220785408
23557;000002895;fechada;processada;26250442924799000152550010000235571203455265
9337;000002396;fechada;processada;26250410724474000644550010000093371518005128
75244;000002473;fechada;processada;25250402155469000982550010000752441093032263
45496;000002835;fechada;processada;26250461479002001503550010000454961279826401
9336;000002396;fechada;processada;26250410724474000644550010000093361518005120
557580;000002901;fechada;processada;35250474671991000170550030005575801010667888
3237;000001162;fechada;processada;26250431562305000110550010000032371618888206
3238;000001163;fechada;processada;26250431562305000110550010000032381264746265
14996;000002789;fechada;processada;35250410531308000117550010000149961813597822
31796;000002868;fechada;processada;35250461030110000190550010000317961984404593
228228;005134106;não encontrada;pendente;26250412806642000161550010002282281152003882
242826;000217032;não encontrada;pendente;26250413596165000110550010002428261181494729
242806;000217033;não encontrada;pendente;26250413596165000110550010002428061702153581
6281;114424288;não encontrada;pendente;26250442041241000129550010000062811000117963
198770;000388021;não encontrada;pendente;42250483675413000101550550001987701010540217
242420;000216796;não encontrada;pendente;26250413596165000110550010002424201191017740
3230;000001153;fechada;processada;26250431562305000110550010000032301238401401
242366;000216756;não encontrada;pendente;26250413596165000110550010002423661423985603
242364;000216765;não encontrada;pendente;26250413596165000110550010002423641221850923
3231;000001154;fechada;processada;26250431562305000110550010000032311810581276
19953;000000150;fechada;processada;33250424204991000192550010000199531511216718
242313;000216736;não encontrada;pendente;26250413596165000110550010002423131700910838
176313;000002659;fechada;processada;42250402263430000393550020001763131570430071
5023;009001255;não encontrada;pendente;26250412007481000227550010000050231121822558
3225;000001145;fechada;processada;26250431562305000110550010000032251403597540
5021;009001254;não encontrada;pendente;26250412007481000227550010000050211145127316
242192;000216652;não encontrada;pendente;26250413596165000110550010002421921231323520
87027;000002312;fechada;processada;32250459274316000467550010000870271218176221
5022;009001253;não encontrada;pendente;26250412007481000227550010000050221651561320
22;000000142;fechada;processada;26250458132488000190550010000000221013485873
74979;000002814;parcial;pendente;25250402155469000982550010000749791467981462
35664;000071983;não encontrada;pendente;26250444471407000253550010000356641343785697
20;000000139;fechada;processada;26250458132488000190550010000000201001778736
7818;000018401;não encontrada;pendente;26250417555846000190550010000078181000086579
36590;000001782;fechada;processada;33250404316457000160550010000365901859345467
131982;000002752;fechada;processada;35250401477885000187550010001319821352616206
36592;000001951;fechada;processada;33250404316457000160550010000365921464634029
241717;000216274;não encontrada;pendente;26250413596165000110550010002417171627972731
4808;000002654;fechada;processada;35250441176524000115550010000048081705524049
241645;000216223;não encontrada;pendente;26250413596165000110550010002416451891501984
498799;000002799;fechada;processada;26250446044053002582550010004987991677572262
241607;000216141;não encontrada;pendente;26250413596165000110550010002416071456494057
241583;000216140;não encontrada;pendente;26250413596165000110550010002415831811854473
1149;000002638;fechada;processada;26250449165987000193550010000011491341651593
241716;000216269;não encontrada;pendente;26250413596165000110550010002417161205562943
3218;000001137;fechada;processada;26250431562305000110550010000032181965339094
3216;000001135;parcial;pendente;26250431562305000110550010000032161546804605
241275;000215956;não encontrada;pendente;26250413596165000110550010002412751825862734
554852;000002768;fechada;processada;35250474671991000170550030005548521010636085
39286;000002724;fechada;processada;26250460621141000587550010000392861418609780
39289;000002651;fechada;processada;26250460621141000587550010000392891337476862
39288;000002652;fechada;processada;26250460621141000587550010000392881496595370
498170;005263481;não encontrada;pendente;26250470224936000181550010004981701004981710
241266;000215930;não encontrada;pendente;26250413596165000110550010002412661458031282
39287;000002711;fechada;processada;26250460621141000587550010000392871934744110
3285;000000130;fechada;processada;32250403182704000463550010000032851523264500
23405;—;sem OC;pendente;26250442924799000152550010000234051817591416
217667;000002021;fechada;processada;26250407358761026710550010002176671349304594
498132;005263224;não encontrada;pendente;26250470224936000181550010004981321004981337
240903;000215676;não encontrada;pendente;26250413596165000110550010002409031605186297
123451;1065017973;não encontrada;pendente;26250418217682000154550010001234511196721227
338295;—;sem OC;pendente;35250430691476000187550010003382951372201963
4995;009001236;não encontrada;pendente;26250412007481000227550010000049951148122151
241113;000215838;não encontrada;pendente;26250413596165000110550010002411131122312872
498256;000002744;fechada;processada;26250446044053002582550010004982561804072072
39228;000002711;fechada;processada;26250460621141000587550010000392281381660937
498284;000002737;fechada;processada;26250446044053002582550010004982841215426419
159141;000002722;fechada;processada;35250409353055000150550000001591411002463509
3262;000000075;fechada;processada;32250403182704000463550010000032621413303069
3263;000000839;fechada;processada;32250403182704000463550010000032631595712609
19841;000000101;fechada;processada;33250424204991000192550010000198411121824717
40546;000000074;fechada;processada;33250425464260000491550010000405461180405463
3268;000000839;fechada;processada;32250403182704000463550010000032681085795118
3270;—;sem OC;pendente;32250403182704000463550010000032701164171972
2124;000000076;fechada;processada;33250436380430000123550010000021241000251161
3269;000000075;fechada;processada;32250403182704000463550010000032691713109986
3272;000000131;fechada;processada;32250403182704000463550010000032721363529561
3273;000000130;fechada;processada;32250403182704000463550010000032731425470635
45693;000007971;não encontrada;pendente;26250427058274000198550010000456931508894674
240358;000215272;não encontrada;pendente;26250413596165000110550010002403581476530154
1921;000002524;fechada;processada;35250407694157000103550010000019211069694030
4986;009001233;não encontrada;pendente;26250412007481000227550010000049861225101185
3211;000001121;parcial;pendente;26250431562305000110550010000032111470913798
4786;000002205;fechada;processada;35250441176524000115550010000047861705523930
3210;000001119;fechada;processada;26250431562305000110550010000032101779328110
3831;000001383;fechada;processada;33250403548170000101550010000038311585638768
4139;000009472;não encontrada;pendente;26250450035462000112550010000041391000208414
4782;000002654;fechada;processada;35250441176524000115550010000047821705523915
1816;000001684;fechada;processada;35250439992381000178550010000018161219625338
240180;000215125;não encontrada;pendente;26250413596165000110550010002401801598959570
240073;000215050;não encontrada;pendente;26250413596165000110550010002400731062402917
157599;000001588;fechada;processada;35250401606452000184550010001575991185583003
4140;000009510;não encontrada;pendente;26250450035462000112550010000041401000208423
239712;000214806;não encontrada;pendente;26250413596165000110550010002397121389189276
239814;000214899;não encontrada;pendente;26250413596165000110550010002398141460926495
497916;000002731;fechada;processada;26250446044053002582550010004979161157379550
3205;000001115;fechada;processada;26250431562305000110550010000032051112329962
497831;000001998;fechada;processada;26250446044053002582550010004978311510604491
239734;000214824;não encontrada;pendente;26250413596165000110550010002397341580859113
193215;000002520;fechada;processada;35250446906624000173550020001932151817605451
2930;000002687;fechada;processada;35250415596421000102550010000029301998464966
3202;000001109;parcial;pendente;26250431562305000110550010000032021356672281
194916;—;sem OC;pendente;26250424073694000155550020001949161005908472
3200;000001105;fechada;processada;26250431562305000110550010000032001482312227
4763;000002592;fechada;processada;35250441176524000115550010000047631705523812
239253;000214399;não encontrada;pendente;26250413596165000110550010002392531394474337
239242;000214398;não encontrada;pendente;26250413596165000110550010002392421409531723
4949;009001232;não encontrada;pendente;26250412007481000227550010000049491164514511
4948;009001226;não encontrada;pendente;26250412007481000227550010000049481199219101
4947;009001224;não encontrada;pendente;26250412007481000227550010000049471199226119
239201;000214328;não encontrada;pendente;26250413596165000110550010002392011312184422
175317;000002157;fechada;processada;31250466220047000179550000001753171001293031
497622;000002694;fechada;processada;26250446044053002582550010004976221692483121
3197;000001101;fechada;processada;26250431562305000110550010000031971549781510
239115;000214184;não encontrada;pendente;26250413596165000110550010002391151093111697
274037;—;sem OC;pendente;26250410158356001930550010002740371241772453
273966;—;sem OC;pendente;26250410158356001930550010002739661864229168
